,Region,RegionCode,RegionName,T,Nuts0,Nuts1,sp61,tc,tc_ratio,tl_min,tl_mean,tl_max,sp61_n,sp61_d,tl_min_n,tl_min_d,tl_mean_n,tl_mean_d,tl_max_n,tl_max_d,tc_n,tc_d,tc_ratio_n,tc_ratio_d,sp61_resi_n,sp61_resi_d_alt,sp61_resi_d,sp61_resi,sp61_resi_alt,sp61_resi_regional,sp61_resi_regional_alt,sp61_resi_regional_alt_cont
2462,R69,DEG0,Thuringen,2009,DE,DEG,19173.25250247,1.8108929038861887,1.9068507514086224,3.0932156061495557,4.083514090921014,4.737726196506863,0.8862555435298456,-0.11702923167061097,0.9599079776416778,-0.04630396690323735,0.9314386175481526,-0.0726969574961982,0.9569054544816443,-0.06637885793951914,0.9285240488205023,-0.08544850807448168,1.0021604463040596,-0.01685247249587518,0.8862555435298456,-0.11374445647015441,-0.11702923167061097,-1.0,-1.0,-1.0,-1.0,-0.8517947093214007
2463,R70,DK01,Hovedstadsreg,2009,DK,DK0,27172.134475540002,1.7372852745184075,1.8611742764955104,3.1193134031249494,4.283642084679198,5.337455704438883,0.8963067130711964,-0.07756764020961648,0.9789290873591313,-0.02408854179107134,0.9605394227806172,-0.04106814479890453,1.0309636925298844,-0.0015198058348548926,0.9478615635998561,-0.0563832967573733,1.0051783713574292,-0.030721481740261014,0.8963067130711964,-0.10369328692880364,-0.07756764020961648,1.0,-1.0,-1.0,-1.0,-0.6881585800824379
2464,R71,DK02,Ost_for_Storebelt,2009,DK,DK0,8321.92851532,1.9071319005605187,2.2587701693836744,3.142947598189482,4.24408845420062,4.950155618813079,0.8442878247896078,-0.1664053027453466,0.9777430630894717,-0.025128214287782225,0.9516486638928358,-0.05812549602572836,0.9547003229906078,-0.0772855640002944,0.9435636043815285,-0.06413881639466434,1.0231556364169185,0.0021123283871786747,0.8442878247896078,-0.15571217521039216,-0.1664053027453466,-1.0,-1.0,-1.0,-1.0,-1.535042068684824
2465,R72,DK03,West_for_Storebelt,2009,DK,DK0,43908.14100896,1.7927795970341047,1.7196622972686688,3.184092439168043,4.37265417102076,5.211221264252044,0.9705161797515185,-0.06680067861562344,0.9842210719900333,-0.01745463360800903,0.9777009601226333,-0.03138183848942455,0.9917659926339302,-0.024335513817307364,0.9527445720839,-0.05543136477544175,0.974467910842801,-0.0347615740563082,0.9705161797515185,-0.029483820248481507,-0.06680067861562344,1.0,1.0,1.0,1.0,0.5199943448580521
2466,R73,EE00,Eesti,2009,EE,EE0,5814.75919115,1.9024972828287772,1.5046563478464337,3.4701989435607876,4.716320666029778,5.333869778022883,0.7991001745503127,-0.16503834786133253,0.9566877495328134,-0.026852015448929678,0.964414853202156,-0.025718305696510457,0.9895726310198021,-0.03624265370457702,0.9540380691793277,-0.050433906209734425,0.9987468050336195,-0.047685180549942974,0.7991001745503127,-0.20089982544968732,-0.16503834786133253,0.0,0.0,-1.0,-1.0,-2.270710902460026
2467,R74,ES11,Galicia,2009,ES,ES1,26351.2696431,1.9415434660906583,1.2526777759695864,3.751772389125246,5.312054573521045,6.027353462393954,1.0936996298987585,0.030891488339728213,0.9859965768892869,-0.01172589118324363,1.0132704897291862,0.011288485868095055,1.039162095990417,0.03197246722196523,0.9746567828577594,-0.023722059427456754,0.955257779798365,-0.04758184234626417,1.0936996298987585,0.09369962989875846,0.030891488339728213,1.0,1.0,1.0,1.0,2.525458772203307
2468,R75,ES12,Principado_de_Asturias,2009,ES,ES1,10344.60195927,1.979548318950584,1.3633945003632382,3.8851313486188204,5.145985417429672,5.814070692283805,1.0396565853866548,-0.014609209315658012,1.002154810766051,9.262305106361168e-05,1.0127816448975477,0.01096748320128893,1.034356475765343,0.020705446711632547,0.9750443179506085,-0.021535159505827295,0.941306141871433,-0.05333948273034039,1.0396565853866548,0.03965658538665484,-0.014609209315658012,-1.0,-1.0,1.0,1.0,1.6456213980681227
2469,R76,ES13,Cantabria,2009,ES,ES1,5796.47492601,2.014968989894473,1.5141577132430566,3.7829110749473123,4.9854086713548735,5.650377002709446,1.003088853799627,-0.04393824162774229,0.9970179529340587,-0.009650738457671948,0.9948644196820661,-0.007520787053543532,1.0141269080146798,-0.00728660784805224,0.9565511062971406,-0.03724656886572553,0.9296908454495327,-0.05807571880442608,1.003088853799627,0.0030888537996269783,-0.04393824162774229,-1.0,-1.0,1.0,1.0,1.0502874891799003
2470,R77,ES21,Pais_Vasco,2009,ES,ES2,27823.147167580002,1.952385774171215,1.330038478034154,3.762727952476587,5.131468649270273,5.851235879259188,1.029773066049718,-0.029201923801828178,0.9854519162179616,-0.016974740994184723,0.9920003076170099,-0.012760092261667744,1.026880793969919,0.018895518317702198,0.9807357789321627,-0.01819813717521679,0.9881457957595909,-0.009462090456665462,1.029773066049718,0.029773066049717967,-0.029201923801828178,-1.0,-1.0,1.0,1.0,1.484714665682287
2471,R78,ES22,Comunidad_Foral_de_Navarra,2009,ES,ES2,7699.84753799,2.043540460119981,1.482244607848801,3.9363664524043775,5.04937454133166,5.705892772604248,1.1029981605679315,0.03562913341724827,1.0083120427179468,0.0009547363358399785,1.017735565363679,0.015211650938769417,1.044874625604869,0.020898041820104796,0.9651014769218388,-0.030411186596030593,0.9147979365773328,-0.0743958395434009,1.1029981605679315,0.10299816056793154,0.03562913341724827,1.0,1.0,1.0,1.0,2.676841709288734
2472,R79,ES23,La_Rioja,2009,ES,ES2,3935.21001582,2.1967951637805094,1.809755130112457,3.899493091443219,5.088783869588182,5.906915397878719,1.1264874420991102,0.057182271005181695,1.01671674392287,0.00925892632576053,1.0247913629912486,0.02132898747828249,1.0661127413709366,0.05740802915220233,0.9715803910532725,-0.028863574144673665,0.9071716782813488,-0.0934539102440124,1.1264874420991102,0.12648744209911023,0.057182271005181695,1.0,1.0,1.0,1.0,3.0592544317637933
2473,R80,ES24,Aragon,2009,ES,ES2,14865.08981262,2.002978200941629,1.4323046825222336,3.773572971917906,5.111313535090411,5.77787485531557,1.0647614702351904,0.018841898546136493,0.9796677253277701,-0.018560888646563134,1.0043781582766254,0.006162968997803664,1.03685377395378,0.017221952134787832,0.9607543925660404,-0.03458622696471758,0.9448203298841334,-0.056606128021967295,1.0647614702351904,0.06476147023519041,0.018841898546136493,1.0,1.0,1.0,1.0,2.054336639085952
2474,R81,ES30,Comunidad_de_Madrid,2009,ES,ES3,76170.313188,1.950346040852692,2.0084243002268174,3.0725358131123244,4.552930124575351,5.651346220940196,1.033068972642053,-0.015394981065968594,1.0051481398288682,0.020352318094531308,0.9832836546990116,-0.012201294962792875,1.0172884847816137,-0.0004099349173087852,0.9694510533386174,-0.026375487031876754,1.0015351959338794,-0.015504971057843653,1.033068972642053,0.033068972642052996,-0.015394981065968594,-1.0,-1.0,1.0,1.0,1.538373037962654
2475,R82,ES41,Castilla_y_Leon,2009,ES,ES4,26732.79884319,1.9097509688922956,1.2838532866871053,3.6219854413415407,5.163239188361073,5.864378084798344,1.071649136123406,0.02093300777912721,0.9898674763311864,-0.01172286092587893,1.0066964449362679,0.005875417907837743,1.0241286717772988,0.020640819823730894,0.9713248939150217,-0.028446080799329643,0.9514222517630416,-0.05458818415591293,1.071649136123406,0.07164913612340595,0.02093300777912721,1.0,1.0,1.0,1.0,2.166469956587168
2476,R83,ES42,Castillala_Mancha,2009,ES,ES4,16685.92543842,1.9645167329747735,1.4692131285336472,3.6308023268298943,4.996417524162146,5.71077632944705,1.0751897210774304,0.027405134930946762,0.9890864260864454,-0.009208702602108043,1.010710713552969,0.009847773672740034,1.0232312118086397,0.028092731317856834,0.9520276447994677,-0.03877790769590428,0.9169839463186653,-0.07455630430412796,1.0751897210774304,0.07518972107743038,0.027405134930946762,1.0,1.0,1.0,1.0,2.2241117677947826
2477,R84,ES43,Extremadura,2009,ES,ES4,7791.0204588,2.1376343505636988,1.8602639994336025,3.987572994341337,4.975774959261369,5.817446041042508,1.0867006401779153,0.040614466414952144,1.0076852670384924,0.007054376153015518,1.0007277388242037,0.0026301574252505233,1.0588673812097444,0.04187012437419524,0.955429582202432,-0.033657393834186644,0.8933544353435616,-0.08704195618902932,1.0867006401779153,0.08670064017791534,0.040614466414952144,1.0,1.0,1.0,1.0,2.411513068492877
2478,R85,ES51,Cataluna,2009,ES,ES5,82409.9956016,1.3689664667458428,2.959791652847938,1.9999999999998481,3.2082662294104103,4.7811197176505775,1.0275205588045735,-0.020047143263263623,0.9999999999999205,-8.548717289613705e-14,0.9791473193788882,-0.028016470844433705,1.0219658974387578,-0.022144632023949118,0.9404810908016273,-0.06538027553471826,0.9215114126339347,-0.0718867884240727,1.0275205588045735,0.02752055880457349,-0.020047143263263623,-1.0,-1.0,1.0,1.0,1.4480431554503914
2479,R86,ES52,Comunidad_Valenciana,2009,ES,ES5,45799.6454408,1.9014035404343321,1.5237708427270031,2.9134081680389707,4.706981650660035,5.647383979905993,1.0485779811734723,-0.00017931815927285655,0.9336856673885191,-0.06439465449370707,0.9972906000905934,-0.004738594898337833,1.0413916349948793,0.019320443929056186,0.9735601016933482,-0.027447761263414083,0.9805789670389182,-0.0283581053366333,1.0485779811734723,0.04857798117347234,-0.00017931815927285655,1.0,1.0,1.0,1.0,1.7908644633609418
2480,R87,ES53,Illes_Balears,2009,ES,ES5,12260.12412478,1.9389175477724068,1.4758730604237325,3.68999779232333,4.93037648508791,5.781926464581596,1.1391659351009265,0.07379398799657988,1.0015380816055028,-0.0016926274894051296,1.011528507889754,0.011064986611313277,1.0529279160037341,0.02823976375686632,0.9651477732086767,-0.029751623749147083,0.9117276626497066,-0.0758903365745417,1.1391659351009265,0.13916593510092645,0.07379398799657988,1.0,1.0,1.0,1.0,3.2656641944153217
2481,R88,ES61,Andalucia,2009,ES,ES6,64332.8668267,1.2123275289914262,2.2456740249809317,1.9999999999995612,3.0933724814685712,4.758459338300141,1.0115865474307637,-0.029597258423582185,0.9999999999997788,-1.907363156306019e-13,0.9578877446591816,-0.04696625008595334,0.970647966045885,-0.07083977382790707,0.9192621349481653,-0.06417407864882219,0.9105809209463309,-0.09393455559668573,1.0115865474307637,0.011586547430763705,-0.029597258423582185,-1.0,-1.0,1.0,1.0,1.1886325531584878
2482,R89,ES62,Region_de_Murcia,2009,ES,ES6,12646.78919205,2.087577663359085,1.5595422615315777,4.13661309631947,5.111891229186464,5.820413016874325,1.0214260209449688,-0.029364936312529455,0.9995088380865674,-0.005146019810543856,0.9994407881222847,0.0005250345113676502,1.036744673768001,0.03964074754552105,0.9662247024473662,-0.029091227276269338,0.9541776006746858,-0.046616734512744396,1.0214260209449688,0.021426020944968815,-0.029364936312529455,-1.0,-1.0,1.0,1.0,1.3488222060132977
2483,R90,ES63,Ciudad_Autonoma_de_Ceuta_ES,2009,ES,ES6,578.734284583,1.7011211263634127,1.8327096571095993,1.0000000000000018,3.764337469559926,5.102422809636952,1.0525440294238317,0.0026730467167563887,1.0000000000000016,-6.661338147750939e-16,0.9395056978878935,-0.05210473271805183,0.9125038072982629,-0.12425662510025448,1.0075759080751383,-0.0110479037605129,1.010014894030543,-0.010915713515901926,1.0525440294238317,0.05254402942383174,0.0026730467167563887,1.0,1.0,1.0,1.0,1.8554329477939044
2484,R91,ES64,Ciudad_Autonoma_de_Melilla_ES,2009,ES,ES6,514.332959996,1.72796482797188,1.8413191402034494,0.9999999999999967,3.8530713228216746,5.398671138739729,1.199414882285962,0.13279240069628817,0.9999999999999931,-5.551115123125783e-15,0.9852656325814905,-0.011635507731038497,0.9973653944333541,-0.05398842829773598,1.0023037607365815,0.001743718548685269,0.9668151004088333,-0.03332875471730812,1.199414882285962,0.19941488228596205,0.13279240069628817,1.0,1.0,1.0,1.0,4.246535571375201
2485,R92,ES70,Canarias_ES,2009,ES,ES7,18591.657014458,1.8771756677265938,1.403310263781183,3.4831067120864887,4.915672707313496,5.931088140640918,1.0732383829074565,0.027274661199587547,0.9921122400329015,-0.005205382296586958,1.0147293005425517,0.009608762051027897,1.0776738252930522,0.05056824465430787,0.9776767935084993,-0.020712925659744363,0.9497480648461043,-0.052124974005892666,1.0732383829074565,0.07323838290745655,0.027274661199587547,1.0,1.0,1.0,1.0,2.192343382667349
2486,R93,FI13,ItaSuomi,2009,FI,FI1,6338.066182004,2.215668223609478,2.1453296616288156,3.4524982993286706,4.724357845623631,5.348675506034414,0.840862367366297,-0.17135156117518713,1.0005300280592293,0.001882213633556229,0.9776255289323886,-0.03216662146909577,0.9621198951868957,-0.03575665926553229,0.9837069028661044,-0.040833686014574044,1.0315731133003287,-0.03236555433030475,0.840862367366297,-0.15913763263370295,-0.17135156117518713,-1.0,-1.0,-1.0,-1.0,-1.5908095683093624
2487,R94,FI18,EtelaSuomi,2009,FI,FI1,40034.35790366,2.1389351556700484,2.1313135395775937,3.6434411862165597,4.717192496249738,5.577877332276411,0.8683844746103089,-0.12172304844197568,1.0021152692952755,-0.0161010968469133,0.9921562966468189,-0.01574585950638796,0.9764365181260348,-0.02834918188252189,0.9664656915198416,-0.030034292194946577,0.9512448482126359,-0.01908019403093386,0.8683844746103089,-0.13161552538969112,-0.12172304844197568,1.0,-1.0,-1.0,-1.0,-1.1427412037890206
2488,R95,FI19,LansiSuomi,2009,FI,FI1,16451.12136414,2.15803025408751,2.078520313301342,3.2812337949044235,4.770811819721932,5.54158030152552,0.8925651031756955,-0.10904060666547621,1.0001232072402628,-0.015543726438766114,0.992668559399608,-0.013290613620689284,1.0084203510262728,0.005642436648690907,0.9810839562347061,-0.02569314370336595,1.0098284372901285,0.00216735460035844,0.8925651031756955,-0.10743489682430452,-0.10904060666547621,1.0,1.0,-1.0,-1.0,-0.7490731391198812
2489,R96,FI1A,PohjoisSuomi,2009,FI,FI1,8260.640187250001,2.1732602515970356,1.9848272424155275,3.4190458388744127,4.791111632745406,5.603092645501072,0.8447758463222388,-0.17960132874583556,1.008733144739489,0.01023087474542761,0.9849565537623621,-0.02559815490685735,0.9709500998409788,-0.028424808868405815,1.0051012147900966,-0.014925371013084998,1.0662533596341652,0.02744141367328745,0.8447758463222388,-0.1552241536777612,-0.17960132874583556,-1.0,-1.0,-1.0,-1.0,-1.5270969281460582
2490,R97,FI20,Aland,2009,FI,FI2,448.70371582999996,2.7700907075079964,8.121341885936635,1.0000000000000053,4.411298457541644,5.400179600546048,0.9412480947776853,0.0003771152178428938,1.0000000000000073,5.551115123125783e-15,1.0113115703668907,-0.006079785218925604,1.0273921125825165,0.01474678682120767,0.91972970367099,-0.07520836067460057,0.8670110828425186,-0.17022500984733724,0.9412480947776853,-0.05875190522231466,0.0003771152178428938,1.0,1.0,1.0,1.0,0.043500926291015
2491,R98,FR10,Ile_de_France,2009,FR,FR1,191194.0757078,1.3902703467102926,1.432197424723498,2.7524569769045275,3.98839615499939,4.938505715825631,1.0175753544322321,-0.0634909128894432,0.9734112106324092,-0.031643361613370335,0.9873223188394586,-0.01919801908944785,0.9995480157855638,-0.01894656373956427,0.9554799606611988,-0.050234080092935285,1.0088962413244056,0.002771057904034091,1.0175753544322321,0.017575354432232126,-0.0634909128894432,-1.0,1.0,1.0,1.0,1.286132171730019
2492,R99,FR21,ChampagneArdenne,2009,FR,FR2,13547.68531811,1.6749261982833126,1.5593303014717128,2.7316828515936846,4.131182723519329,5.29975771889933,0.9622160291477834,-0.020120602846837587,0.9307672078623388,-0.07617276525742711,1.003813059680178,-0.009310508488694413,1.0957101642372191,0.0639343520349458,0.9767162635574573,-0.05575523055719489,0.9323700486397744,-0.10308170186477938,0.9622160291477834,-0.03778397085221663,-0.020120602846837587,1.0,-1.0,1.0,1.0,0.3848653420780306
2493,R100,FR22,Picardie,2009,FR,FR2,16738.38644844,1.5368713803771377,1.5164124368280663,2.72625404936114,4.073108728505971,4.982949871435647,0.985556279326307,-0.015834730141075393,0.9264985363172137,-0.07847306890951178,0.99153598126174,-0.017393029373725333,1.0378341655133652,0.016130708561066687,0.9556190309094565,-0.05500354413789532,0.963571597988642,-0.05291692811330406,0.985556279326307,-0.014443720673693039,-0.015834730141075393,1.0,-1.0,1.0,1.0,0.7648517883288752
2494,R101,FR23,HauteNormandie,2009,FR,FR2,17038.3714224,1.613274259150721,1.4873406343008253,2.7215752360070815,4.085701583164662,5.083661862034779,0.9184477399991653,-0.07023683952098114,0.9234205527190247,-0.08057186609167433,0.9783187725274347,-0.02969062298288483,1.0239100940973038,-0.009642300660799297,0.9599837040478137,-0.06346208388619001,0.9689954950139814,-0.05798480416596408,0.9184477399991653,-0.08155226000083471,-0.07023683952098114,-1.0,-1.0,-1.0,-1.0,-0.32769585691743025
2495,R102,FR24,Centre,2009,FR,FR2,24830.13595087,1.560786675622487,1.506671207252082,2.7239127219975536,4.08941113505224,5.0901784863944695,0.9909455000590875,0.005504752473612151,0.9226135690065468,-0.07930675914522467,0.9915946002670759,-0.01273123317537772,1.0493931273440813,0.04754471179860653,0.9596773439613199,-0.05261385984060418,0.9594810658232955,-0.060376836755313024,0.9909455000590875,-0.009054499940912453,0.005504752473612151,1.0,-1.0,1.0,1.0,0.8525899581705579
2496,R103,FR25,BasseNormandie,2009,FR,FR2,12543.54706723,1.6373152817577317,1.5712966335933767,2.7412826090976106,4.070618328280262,4.995061404494778,0.9487709272865653,-0.04297770569899828,0.9297016025899743,-0.07715077392365788,0.9816523407339063,-0.029628944102937926,1.0356770616763418,-0.003942248277854388,0.9703927241516752,-0.05316338017522182,0.9765027042015457,-0.056196027737074994,0.9487709272865653,-0.05122907271343469,-0.04297770569899828,-1.0,-1.0,1.0,1.0,0.1659749515874503
2497,R104,FR26,Bourgogne,2009,FR,FR2,16086.300635092,1.560676934008648,1.534710859277218,2.7252178119641033,4.076881610726682,5.075963105778709,0.9787934836468277,-0.055197335408482484,0.9258214949579512,-0.07100784448121145,0.9900696440331092,-0.012935195656180731,1.052280690876474,0.0381954147467487,0.9519578285547547,-0.05489843533561434,0.9626312334249143,-0.04147322771874684,0.9787934836468277,-0.021206516353172278,-0.055197335408482484,-1.0,-1.0,1.0,1.0,0.6547513962032397
2498,R105,FR30,Nord__PasdeCalais,2009,FR,FR3,35135.2632552,1.4679907777214338,1.4728554052893938,2.668440437845565,4.0158634486288936,4.922513257096384,1.021588799509007,-0.01568379796109154,0.9113555536442054,-0.09049687695684694,0.9781886074875081,-0.02925220847423393,1.005376571300932,-0.01415034828506112,0.9442798223295908,-0.06411819155588405,0.9688244673511233,-0.04634424584824215,1.021588799509007,0.02158879950900694,-0.01568379796109154,1.0,1.0,1.0,1.0,1.3514722910638675
2499,R106,FR41,Lorraine,2009,FR,FR4,21243.734183269997,1.5382035637009606,1.490671861197257,2.737596945580454,4.108038858999357,4.929675581549465,0.9994708761405914,0.020106285491293008,0.9271141372512914,-0.07813011490795763,0.988344059434143,-0.016733933111196198,1.0148996729991437,-0.00283307097078489,0.957256368237249,-0.05544174178286476,0.9660005945416321,-0.059365241239410116,0.9994708761405914,-0.0005291238594086201,0.020106285491293008,1.0,-1.0,1.0,1.0,0.991385700948989
2500,R107,FR42,Alsace,2009,FR,FR4,18715.59033475,1.492572887975193,1.4119162948475517,2.6912630426469724,4.022947037373392,5.058207065829788,1.082182210055393,0.06160317606758081,0.9204233764419092,-0.08409191246705783,0.998071167283102,-0.009777446098264031,1.0646463921114504,0.03904278252194615,0.9510803542905997,-0.060769553469240734,0.938895177394252,-0.08186536859687066,1.082182210055393,0.08218221005539306,0.06160317606758081,1.0,1.0,1.0,1.0,2.337951637413194
2501,R108,FR43,FrancheComte,2009,FR,FR4,10347.123904076,1.5562514715198335,1.545784661686082,2.719411053130047,4.029496629756678,5.136163303910311,0.999905555897347,0.028170688718380466,0.9288543078232453,-0.07623116848466649,0.9998466924594855,-0.008576416743491855,1.0811291957712579,0.05949707888451572,0.9560434295524994,-0.055500086303703955,0.9396541558968539,-0.0852506088321765,0.999905555897347,-9.444410265302405e-05,0.028170688718380466,1.0,-1.0,1.0,1.0,0.9984624209825526
2502,R109,FR51,Pays_de_la_Loire,2009,FR,FR5,35481.04254782,1.5257068098602369,1.440558366739404,2.7148265902127386,4.076155738600478,4.930987284926258,1.001787788383942,-0.04165711896312385,0.9247908067420936,-0.07852911730677659,0.9841732830788267,-0.025983781401536787,1.0063329841469852,-0.015479010249173308,0.9533410393867208,-0.05729149587224969,0.967018211092633,-0.04718523579808209,1.001787788383942,0.0017877883839418907,-0.04165711896312385,-1.0,-1.0,1.0,1.0,1.0291057443457785
2503,R110,FR52,Bretagne,2009,FR,FR5,30661.288962369,1.5332274270764954,1.4636197367710067,2.7174184877545713,4.058909833844983,4.863158441529203,0.9859528153131595,-0.034380928008903466,0.9209858342837791,-0.07699992328275218,0.9873297291157727,-0.025319621347738797,1.0157535638543431,-0.012374766503457257,0.9587954301358645,-0.05129737080368102,0.9645496718343061,-0.043171562676348696,0.9859528153131595,-0.01404718468684052,-0.034380928008903466,-1.0,-1.0,1.0,1.0,0.7713075160653888
2504,R111,FR53,PoitouCharentes,2009,FR,FR5,16599.849031847,1.5469492303371528,1.50258210503853,2.721567151143377,4.075868972809182,5.031134421993497,0.9932801388798266,0.007082633302297081,0.9264063521249275,-0.07844369665295536,0.9918376658669427,-0.018525187516928665,1.0419297856806609,0.03986744501665873,0.9571169790499263,-0.05644044954502436,0.9632052719178337,-0.05820982498297722,0.9932801388798266,-0.00671986112017342,0.007082633302297081,1.0,-1.0,1.0,1.0,0.8905985956952823
2505,R112,FR61,Aquitaine,2009,FR,FR6,34599.328449536,1.524946327381343,1.4446109817969948,2.6905672037202417,4.0850565325980615,4.834754652127968,1.0208591272337841,0.024775617538438488,0.912213021929372,-0.09557650678596152,0.981402434960971,-0.02983210730941377,0.9934611848164862,-0.01801290095049246,0.9598944462597685,-0.05448109234753851,0.9729624583396416,-0.04952066213796147,1.0208591272337841,0.020859127233784136,0.024775617538438488,1.0,1.0,1.0,1.0,1.339593002167264
2506,R113,FR62,MidiPyrenees,2009,FR,FR6,29380.978388133,1.5008463481103784,1.4475916476956947,2.676269900513526,4.029729920539869,5.0888192636364336,1.049045955130933,0.02063461145540657,0.9115750378132962,-0.08995383270632173,0.992601690519511,-0.02081234273615684,1.0568843902627743,0.04100778903986457,0.9511349734417891,-0.05997333100336988,0.9503472096993187,-0.06470746230166002,1.049045955130933,0.04904595513093302,0.02063461145540657,1.0,1.0,1.0,1.0,1.7984832232145553
2507,R114,FR63,Limousin,2009,FR,FR6,6600.985833111,1.5542331013961195,1.5877304519076698,2.707908720391336,4.049843523143415,5.144490241584927,0.968540412245773,0.011272570169476581,0.9257525851404309,-0.07943372571771756,0.9906326752526208,-0.01790394226952896,1.0766993377280931,0.06941975315738191,0.9470084868402359,-0.06394938283863538,0.9592364584855402,-0.06643905225361957,0.968540412245773,-0.03145958775422697,0.011272570169476581,1.0,-1.0,1.0,1.0,0.4878282426361948
2508,R115,FR71,RhoneAlpes,2009,FR,FR7,69403.2915089,1.5435300169006305,1.37429977114334,2.7034085294093617,4.153322607480945,5.154223884118395,1.0307269152019294,0.002531353691316962,0.9136810453615116,-0.08943192828109048,0.9903210758702793,-0.01756195665755189,1.0169636051349378,-0.009756597919260646,0.954077678905935,-0.05855495726956039,0.95044532850931,-0.06923810494134996,1.0307269152019294,0.030726915201929383,0.002531353691316962,1.0,1.0,1.0,1.0,1.5002436230343252
2509,R116,FR72,Auvergne,2009,FR,FR7,12350.14158105,1.7685811925239383,1.7267913655461418,2.7448441023153998,4.158831108678599,5.136514305344221,0.9498783528796076,-0.003416195296154556,0.9292533104720344,-0.07540547356026805,0.9939391040813793,-0.013951648300516317,1.0570569021855656,0.038660676351366385,0.9773836284383264,-0.06147893718984809,0.9457439923810737,-0.09953800886616537,0.9498783528796076,-0.050121647120392354,-0.003416195296154556,1.0,-1.0,1.0,1.0,0.1840041805960833
2510,R117,FR81,LanguedocRoussillon,2009,FR,FR8,25890.79464495,1.666229118814519,1.5695216411425161,2.713274801237553,4.2264369037319955,5.053215951612299,1.0497258343388602,0.028610463506437034,0.912236271169951,-0.08961221090898697,0.9903454411720863,-0.020173279138202216,1.0294711162301036,0.011008898176255721,0.9716526470658821,-0.05400104551673002,0.9493589954070862,-0.07977360624902019,1.0497258343388602,0.04972583433886024,0.028610463506437034,1.0,1.0,1.0,1.0,1.8095518656722878
2511,R118,FR82,ProvenceAlpesCote_d_Azur,2009,FR,FR8,53521.51674465,1.6356889489225506,1.4854134765845215,2.696548452512764,4.197211704296557,5.018997580244078,0.9723258722612546,-0.029253331214374678,0.9163569834151695,-0.08904928538320966,0.9800584834557733,-0.03287733068293064,1.012207081422833,-0.0167114936604702,0.969515479189007,-0.061184180963750334,0.9738243679804005,-0.057846480079753904,0.9723258722612546,-0.027674127738745447,-0.029253331214374678,-1.0,-1.0,1.0,1.0,0.5494566951037287
2512,R119,FR83,Corse,2009,FR,FR8,3194.638787556,1.5793226413947776,1.6255723899338153,0.9999999999999993,3.894736454516874,4.873596807237562,1.186121957453569,0.16065579387826112,0.9999999999999997,1.1102230246251565e-16,0.9872291730751674,-0.03453874704448312,1.0214303277686239,-0.028181189700366538,0.9505131728059206,-0.06746108897266079,0.9434642481281102,-0.09372902364963209,1.186121957453569,0.18612195745356908,0.16065579387826112,1.0,1.0,1.0,1.0,4.030122669683668
2513,R120,GR11,Anatoliki_Makedonia_Thraki,2009,GR,GR1,5214.33104249,1.9753590138633494,2.110555357169605,3.2812570960720144,4.67440007847889,6.904013209304309,1.1227828241803768,0.08896015778895228,1.0130864287552728,0.01556612150827108,1.008959546967163,-0.012676130070222502,1.0845936400068017,0.06461826191779685,1.0034533599147786,-0.028093941934805633,1.001273541440595,-0.04860882907612929,1.1227828241803768,0.12278282418037678,0.08896015778895228,1.0,1.0,1.0,1.0,2.9989421134771614
2514,R121,GR12,Kentriki_Makedonia,2009,GR,GR1,16790.52464377,1.9214365895041838,2.1381708133687214,3.2517886931781654,4.2736400149077385,5.31964964920701,1.0021816924416014,-0.014411791759278536,0.9915844161287787,-0.018847362127548783,0.9477941847641173,-0.0657051006830719,0.9631771251441411,-0.06208325746198351,0.964746566865781,-0.0568988079431606,1.0298839434126115,-0.009954941159634911,1.0021816924416014,0.0021816924416013794,-0.014411791759278536,-1.0,-1.0,1.0,1.0,1.0355186234661378
2515,R122,GR13,Dytiki_Makedonia,2009,GR,GR1,3218.0090144,1.9408097246997364,2.072528589930141,3.2262571029292326,4.762783449860988,5.539149244248794,0.9349702848447027,-0.08751730802994417,0.9545240397058828,-0.037062152587350794,0.9870329057770476,-0.017397966050484936,1.0206827402124947,-0.0015217495153161398,0.9796577989061113,-0.05656564324595714,1.1591258912055324,0.0371374344714388,0.9349702848447027,-0.06502971515529732,-0.08751730802994417,-1.0,-1.0,-1.0,-1.0,-0.05870374882713446
2516,R123,GR14,Thessalia,2009,GR,GR1,5951.430116667,1.999525731748872,2.4155898105594527,3.2715372404883176,4.445653206256222,5.496157406819243,0.9194628973828551,-0.09688254267226903,0.9775836611421963,-0.016493747281209448,0.9568868804410606,-0.06345769154591752,1.0221823004807047,-0.01151079903312513,0.9742535556528904,-0.04948146594917757,1.1500876403557547,0.0834723749158941,0.9194628973828551,-0.08053710261714486,-0.09688254267226903,-1.0,-1.0,-1.0,-1.0,-0.3111687827145774
2517,R124,GR21,Ipeiros,2009,GR,GR2,2425.069646202,1.9006447679981489,2.5055049414438773,3.1498934890810624,4.215996845844861,6.570661676501472,0.853049874628986,-0.13580906612197885,0.951232621796503,-0.0445606565320964,0.9611400643933805,-0.05479590686141078,1.2407779224062516,0.1328290933542733,0.9533417655500509,-0.07674501154869873,1.2063659819872483,0.1167163584561659,0.853049874628986,-0.14695012537101404,-0.13580906612197885,-1.0,-1.0,-1.0,-1.0,-1.3923932043893736
